Time,Dialog,Character,LastTime,TimePreWord
32.94306,Want a cup of coffee?,ThisCharacter,11.40484,1.900806
44.3479,Latte. Thanks. ,MainCharacter,1.854897,0.4637241
46.20279,It’s 3.45 dollars. ,ThisCharacter,2.901234,0.5802467
49.10403,Do you have a Reward card? ,ThisCharacter,1.938202,0.2422752
51.04223,Yes … damn. I left it in my house. ,MainCharacter,2.6838,0.2439818
53.72603,Don’t worry. Bring it next time.,ThisCharacter,2.667412,0.3810588
56.39344,The reward card is a joke- isn’t it?,ThisCharacter,2.700188,0.3000208
59.09363,The businessman believe it can let people buy more.,ThisCharacter,3.462437,0.3462437
62.55606,But people just forget the card right after they turn around.,ThisCharacter,4.197865,0.349822
66.75393,Well- I do have the card.,MainCharacter,2.172325,0.3103321
68.92625,And I have already collect 9 seals. ,MainCharacter,2.749954,0.3055505
71.67621,Well- man- don’t take it serious. It's just a joke.,ThisCharacter,2.949196,0.2681087
74.6254,And- in fact- the reward card always let you buy something you don’t really need. ,ThisCharacter,5.831139,0.3430082
80.45654,There is nothing about the money.,MainCharacter,2.568192,0.3668845
83.02473,I’ll be back. Bye.,MainCharacter,1.689438,0.3378876
97.76343,It’s raining. You’ll get wet. ,ThisCharacter,6.029785,0.8613979
103.7932,Stay here until the rain stops. ,ThisCharacter,7.448547,0.9310684
191.0458,Why the rain is Hallucinogenic? ,MainCharacter,4.215042,0.6021489
195.2608,No one knows.,ThisCharacter,1.37645,0.3441124
196.6373,When it will stop?,MainCharacter,1.659027,0.3318054
198.2963,No one knows. ,ThisCharacter,1.475616,0.2951233
274.4822,It’s raining. You’ll get wet. ,ThisCharacter,0.9277344,0.1325335
275.41,Stay here until the rain stops. ,ThisCharacter,0.4804077,0.06005096
280.4638,Want a cup of coffee? ,ThisCharacter,0.4473267,0.06390381
302.1808,Why the rain is Hallucinogenic? ,MainCharacter,0.5466919,0.07809884
302.7274,No one knows.,ThisCharacter,0.4307556,0.1076889
303.1582,When it will stop?,MainCharacter,0.5301208,0.1060242
303.6883,No one knows. ,ThisCharacter,0.8294373,0.1658874
