Time,Dialog,Character,LastTime,TimePreWord
8.4203,Want a cup of coffee?,ThisCharacter,2.584402,0.4307337
11.0047,Latte. Thanks. ,MainCharacter,1.606964,0.401741
12.61167,It’s 3.45 dollars. ,ThisCharacter,1.093401,0.2186802
13.70507,Do you have a Reward card? ,ThisCharacter,0.8945999,0.111825
14.59967,Yes … damn. I left it in my house. ,MainCharacter,1.275636,0.1159669
15.8753,Don’t worry. Bring it next time.,ThisCharacter,0.8945971,0.1277996
16.7699,The reward card is a joke- isn’t it?,ThisCharacter,2.650671,0.294519
19.42057,The businessman believe it can let people buy more.,ThisCharacter,2.783195,0.2783195
22.20377,But people just forget the card right after they turn around.,ThisCharacter,3.753307,0.3127756
25.95707,Well- I do have the card.,MainCharacter,1.888599,0.2697999
27.84567,And I have already collect 9 seals. ,MainCharacter,2.683805,0.2982006
30.52948,Well- man- don’t take it serious. It's just a joke.,ThisCharacter,2.137136,0.1942851
32.66661,And- in fact- the reward card always let you buy something you don’t really need. ,ThisCharacter,5.334728,0.3138075
38.00134,There is nothing about the money.,MainCharacter,2.998264,0.4283235
40.99961,I’ll be back. Bye.,MainCharacter,1.739498,0.3478996
99.53582,Why the rain is Hallucinogenic? ,MainCharacter,0.7290115,0.1041445
100.2648,No one knows.,ThisCharacter,0.5629578,0.1407394
100.8278,When it will stop?,MainCharacter,0.4803467,0.09606934
101.3081,No one knows. ,ThisCharacter,0.513855,0.102771
129.0898,It’s raining. You’ll get wet. ,ThisCharacter,0.9111633,0.1301662
130.0009,Stay here until the rain stops. ,ThisCharacter,0.4472961,0.05591202
131.599,It’s raining. You’ll get wet. ,ThisCharacter,2.932297,0.4188995
134.5313,Stay here until the rain stops. ,ThisCharacter,2.518555,0.3148193
185.9111,Want a cup of coffee? ,ThisCharacter,0.3981781,0.05688259
209.0713,Want a cup of coffee? ,ThisCharacter,8.439056,1.20558
233.6431,Why the rain is Hallucinogenic? ,MainCharacter,4.340988,0.6201411
237.9841,No one knows.,ThisCharacter,1.441315,0.3603287
239.4254,When it will stop?,MainCharacter,1.70636,0.341272
241.1317,No one knows. ,ThisCharacter,0.8950195,0.1790039
299.3292,Boy- take care.  It’s not fun to play in the rain. ,ThisCharacter,7.354004,0.525286
306.6832,I need to go home. Can you help? ,MainCharacter,10.94672,1.094672
317.6299,I’m working now. ,ThisCharacter,0.596405,0.119281
318.2263,But I can send you to the next block. ,ThisCharacter,0.5301208,0.0481928
318.7564,Thank you.,MainCharacter,0.579834,0.193278
366.5454,Why are you hurry to go home?,ThisCharacter,2.347443,0.2934303
368.8929,I forget my reward card. ,MainCharacter,1.236206,0.1766009
370.1291,Hum- a reward card. Is that matter?,ThisCharacter,0.6915588,0.08644485
370.8206,You don’t really need a reward card if you want to buy something.,ThisCharacter,0.9191895,0.06565639
371.7398,Well- I can get a free coffee if I collected ten seals.,MainCharacter,1.424622,0.1095863
373.1645,The free one is a small reward of the life.,MainCharacter,1.212646,0.1102406
374.3771,And it somehow makes the ten before a little bit meaningful. ,MainCharacter,0.8713989,0.06703068
375.4508,Well- I can only bring you here. Good Luck.,ThisCharacter,0.6661377,0.06661377
