Time,Dialog,Character,LastTime,TimePreWord
122.9333,OH HELL. IT RAINS.,MainCharacter,2.849327,0.5698654
125.7826,...,ThisCharacter,0.6957932,0.3478966
126.4784,I DON'T HAVE AN UMBRELLA WITH ME.,MainCharacter,1.590614,0.1988268
128.069,IT HAPPENS.,ThisCharacter,0.9937897,0.3312632
129.0628,MAYBE YOU WANT TO WAIT TILL THE RAIN STOPS.,ThisCharacter,2.037842,0.2037842
131.1007,HMM- I CANT.,MainCharacter,1.242355,0.3105888
132.343,HEADING HOME?  ,ThisCharacter,0.7454987,0.1490997
133.0885,NOT REALLY.,MainCharacter,0.5799713,0.1933238
133.6685,(SIGH) JUST- HEADING BACK. ,MainCharacter,1.043564,0.1739273
140.8904,(Our writer is still working on this character.),ThisCharacter,0.06626892,0.007363213
140.9567,I hope you can work faster.,MainCharacter,1.608276,0.2297538
144.078,(Our writer is still working on this character.),ThisCharacter,2.686325,0.2984806
146.7643,I hope you can work faster.,MainCharacter,1.061172,0.1515961
148.1971,(Our writer is still working on this character.),ThisCharacter,1.760117,0.1955685
149.9572,I hope you can work faster.,MainCharacter,0.3316803,0.0473829
184.8359,HELLO.,Girl,0.1158447,0.05792236
184.9518,HI.,MainCharacter,0.6461029,0.3230515
185.5979,I SAW YOU TRYING TO WALK IN THE RAIN JUST THEN.,Girl,1.259064,0.104922
186.8569,I- YEAH- (BITTERLY) I DIDN'T MEAN IT.,MainCharacter,3.16423,0.3955288
190.0212,THE RAIN IS TOO HEAVY YOU CAN'T GO LIKE THIS.,Girl,1.606964,0.1460876
191.6281,I KNOW- BUT I DON'T HAVE ONE WITH ME,MainCharacter,1.557266,0.1557266
193.1854,TRY SEE IF ANYONE CAN TAKE YOU.,Girl,2.706055,0.3382568
195.8915,RIGHT.,MainCharacter,0.6459198,0.3229599
196.8695,HEY- YOU ARE BACK,Girl,1.258743,0.2517487
198.1283,YEAH. WELL- ARE YOU WAITING FOR SOMEONE IN HERE?,MainCharacter,2.087769,0.2087769
200.216,I’M HEADING BACK SOON. GOTTA FINISH MY CIGARETTE.,Girl,1.606827,0.1785363
201.8229,OH- SURE. HOPE YOU DON’T MIND.  I’M JUST CURIOUS.,MainCharacter,1.623291,0.1475719
203.4462,I KNOW IT MAY SEEM WEIRD. BUT …,Girl,1.308792,0.1454213
